id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,liquidity_ratio,volatility_24h_pct,price_change_percentage_1h_in_currency,price_change_percentage_24h,price_change_percentage_7d_in_currency,price_change_percentage_30d_in_currency,ath_drawdown_pct,TARGET_RISK
sui,sui,Sui,31,0.90456,3479092970,462993839.0,0.1330788923987852,8.10504554700628,-0.01791186841724622,-4.75007,-2.9780758068207946,-40.40224734788354,-83.08149,0
the-open-network,ton,Toncoin,32,1.37,3368517093,81304706.0,0.02413664641006469,5.839416058394149,-0.43408394938043526,-4.26242,0.2844621569568185,-11.7545706820454,-83.33964,0
world-liberty-financial,wlfi,World Liberty Financial,33,0.116013,3160690669,294277134.0,0.09310532564488676,10.781550343495992,-0.23902794203938607,-9.35911,8.137308020932515,-27.6113502560927,-64.98622,0
crypto-com-chain,cro,Cronos,34,0.076971,3158778788,13933617.0,0.00441107717100448,4.282132231619692,-0.14605465699393486,-2.51769,-1.591328519937575,-16.45668437274011,-92.03304,0
tether-gold,xaut,Tether Gold,35,4960.5,2584149708,279124880.0,0.10801420642770283,1.189396230218728,-0.17311941287306096,0.41424,-1.3270896974497757,4.967046752069618,-11.32475,0
memecore,m,MemeCore,36,1.34,2326509652,10621102.0,0.0045652516381651355,15.671641791044772,-0.6878374883211044,-10.46162,-6.174319239860709,-18.813377452057097,-54.53322,0
pax-gold,paxg,PAX Gold,37,4985.05,2288930487,229223152.0,0.1001442172673547,1.2316827313667975,-0.18820580659172736,0.44019,-2.003901724724614,5.02918359632993,-11.24026,0
polkadot,dot,Polkadot,38,1.27,2122950245,97074120.0,0.04572604573688443,7.8740157480315025,-0.8054382283258295,-4.76981,-0.8654861468479449,-34.359420236533154,-97.68089,0
uniswap,uni,Uniswap,39,3.33,2107675906,215208178.0,0.10210686443174627,8.408408408408402,-0.28474402924971687,-5.47909,-2.5186130661384967,-32.35710804803992,-92.59628,0
mantle,mnt,Mantle,40,0.613145,1995682417,22963440.0,0.011506560264493225,3.17722561547433,-0.601588456486208,-2.22461,-1.5893259069078685,-33.12289025711734,-78.51717,0
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,41,1.0,1940171784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,aave,Aave,42,121.28,1841902149,278948567.0,0.1514459208115078,6.893139841688665,0.2882440765561952,-3.45657,10.172088884840486,-24.03996387857961,-81.69803,0
pepe,pepe,Pepe,43,4.19e-06,1756974284,300022633.0,0.17076096999949034,5.489260143198099,-0.45466337835297566,-3.17058,11.429481958801011,-17.723706714012902,-85.06288,0
falcon-finance,usdf,Falcon USD,44,0.997312,1751910666,1241336.0,0.0007085612434989308,0.21788567669896486,0.0218948040080032,-0.04908,0.023501507915638483,0.10628916682372481,-7.17649,0
bittensor,tao,Bittensor,45,178.36,1709178692,99733726.0,0.05835184259364731,8.516483516483515,0.2916606544517787,-5.41363,14.050806157711481,-25.872295336312334,-76.54768,0
aster-2,aster,Aster,46,0.687241,1691300149,124558959.0,0.07364686810537259,3.627548414602739,-0.7571708628132137,-2.53343,-4.198030469715733,14.122956607106996,-71.4688,0
pi-network,pi,Pi Network,47,0.181799,1638724694,23327280.0,0.014235020736192067,5.419171722616737,-0.01597175294248543,-1.66848,33.32302544781026,-3.0855155014883837,-93.93774,0
okb,okb,OKB,48,77.43,1624012291,12198960.0,0.007511618026294851,3.9002970424899854,-0.031590801378102024,-1.22349,2.920834678253742,-26.106435029126228,-69.73618,0
bitget-token,bgb,Bitget Token,49,2.31,1615595076,17508061.0,0.010836911587616153,2.164502164502157,0.037853324554346306,-1.54004,-3.2993087962819905,-37.08159908637818,-72.66322,0
global-dollar,usdg,Global Dollar,50,0.999847,1599026692,22133402.0,0.01384179645701624,0.037405723075629116,-0.001222205595070723,-0.00928,-0.012160495823488935,0.00760248767421951,-39.56749,0
hashnote-usyc,usyc,Circle USYC,51,1.12,1588052579,44.6,2.8084712426892513e-08,0.0,0.0,0.0,0.0,0.23685205320787311,-0.16238,0
htx-dao,htx,HTX DAO,52,1.69e-06,1548103730,6181292.0,0.003992815132613885,0.5917159763313679,0.050190164605219925,-0.51185,-0.1602491622015918,0.03698333344278757,-54.98726,0
ripple-usd,rlusd,Ripple USD,53,0.999688,1521628977,84293326.0,0.05539676706616767,0.04301342018710252,-0.029356708224056078,-0.01882,-0.045791759156516995,0.015829633929140517,-6.788,0
sky,sky,Sky,54,0.06343,1459684312,13242847.0,0.009072404828311946,7.1243890903357965,1.2596185492835,-3.05586,-4.832792359333416,0.9565827731024745,-36.99545,0
bfusd,bfusd,BFUSD,55,0.998787,1318413072,2259338.0,0.001713679914120269,0.03684469261214202,-0.006212304795366743,0.00081,-0.04588933898459945,0.017856338077242354,-0.80895,0
near,near,NEAR Protocol,56,0.995019,1281515737,123917771.0,0.09669625383617118,7.019966452901902,-0.5275816531704256,-3.80194,3.190416117873239,-35.21441007427654,-95.13347,0
ethereum-classic,etc,Ethereum Classic,57,8.22,1279242703,33018065.0,0.025810633840293244,6.326034063260335,-0.5687042511510956,-4.1709,-1.3228914043259137,-30.371924351096908,-95.0784,0
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),58,11.0,1266110757,0.0,0.0,0.09090909090908897,0.009395871819566677,0.0094,0.07529842221907887,0.32276907489958034,0.0,0
ondo-finance,ondo,Ondo,59,0.257587,1254329632,39135312.0,0.031200181357112354,8.037672708638247,-0.2173803701112707,-4.78843,0.961608654296198,-23.47778013214689,-87.9641,0
internet-computer,icp,Internet Computer,60,2.17,1193395193,45441955.0,0.03807787668874916,8.755760368663593,-0.6298895171195757,-6.33783,-10.317593668506616,-40.02616539684834,-99.68944,0
pump-fun,pump,Pump.fun,61,0.00201473,1186353880,76585226.0,0.06455512751389156,7.765804847299647,1.14554744724746,-3.36878,4.226228797735238,-19.78609947108405,-77.15493,0
gatechain-token,gt,Gate,62,7.05,1133103428,1808135.0,0.0015957369427356458,1.7021276595744694,-0.5381598670513483,-0.93117,-0.25602778765193634,-29.11583986250042,-72.78531,0
cosmos,atom,Cosmos Hub,63,2.29,1131372964,79728012.0,0.07047014073778061,9.170305676855893,-1.0017777949478046,-3.13125,16.240965908897024,-2.7543468044504924,-94.83427,0
polygon-ecosystem-token,pol,POL (ex-MATIC),64,0.103971,1101965350,76602764.0,0.06951467575636566,6.8471015956372465,-0.9783695862670263,-4.56349,11.543511573413593,-20.72750462898107,-91.91489,0
kucoin-shares,kcs,KuCoin,65,8.27,1093636526,7024786.0,0.006423327890934031,3.0229746070133015,0.024561649399431305,-1.30589,0.9008261270953777,-22.8792510985111,-71.31306,0
worldcoin-wld,wld,Worldcoin,66,0.369371,1052586916,55786421.0,0.05299934870176554,6.172114215788473,-0.5691088560243152,-4.00515,-4.421234375953857,-24.390807509706963,-96.85537,0
midnight-3,night,Midnight,67,0.060246,999368251,13063604.0,0.01307186213583245,5.641868339806791,0.5753897738441974,2.92909,20.24851122906595,2.1688499508937333,-49.46901,0
hash-2,hash,Provenance Blockchain,68,0.01801247,985767079,17164.45,1.7412277571099533e-05,21.537856829185564,-1.934614964111662,-11.75224,0.7411835407693496,-31.258772229356772,-70.08904,0
quant-network,qnt,Quant,69,64.78,942619614,11961633.0,0.01268977732092895,7.996295152824934,-1.2777602525257634,-6.18925,-4.058848503374504,-20.23305733431623,-84.773,0
ethena,ena,Ethena,70,0.109924,904684065,66078261.0,0.07304015131514448,9.475637713329217,-1.0138792171191715,-6.75847,-6.114775838580144,-40.603159158538624,-92.74037,0
nexo,nexo,NEXO,71,0.849061,848059913,7224267.0,0.008518580927194468,4.52853210782264,0.813969580613773,-2.91779,4.976040378305624,-10.517903056795493,-79.18993,0
usdtb,usdtb,USDtb,72,1.0,834433725,1235342.0,0.0014804555029220565,0.5145999999999873,0.012430990177165938,0.0501,-0.02886962416400186,0.027621335424678657,-5.47593,0
kaspa,kas,Kaspa,73,0.02978805,797639075,12519867.0,0.01569615555757471,8.018316069699084,-0.8359717384533567,-6.44997,-7.189648600542732,-28.636092396063006,-85.63161,0
official-trump,trump,Official Trump,74,3.4,789967534,122604995.0,0.15520257443896424,5.882352941176476,0.11077811341975771,-4.00685,3.2887596091763243,-31.092218845595394,-95.37225,0
algorand,algo,Algorand,75,0.088966,789887169,28482163.0,0.03605852091009216,5.8438054987298464,-0.33866528933441115,-3.59077,-2.7791370850166213,-23.775053580453946,-97.50175,0
flare-networks,flr,Flare,76,0.00913642,774245849,2771620.0,0.003579767335633465,6.057295964940323,-0.6585050464668536,-4.94699,-4.846597578959205,-9.26875893872799,-93.91324,0
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,77,1.23,767939023,0.0,0.0,0.8130081300813016,-0.1571259802758851,-0.6369,-1.0151717581760522,0.14574443134832873,-2.43884,0
morpho,morpho,Morpho,78,1.36,747296316,17634638.0,0.023597919088363336,9.558823529411756,-1.3058945839630474,-6.47354,22.344644321611277,13.628904362473735,-67.15636,0
usdd,usdd,USDD,79,0.999603,722578423,18511390.0,0.02561852030281286,0.19177613512563954,0.011452514110512747,0.00808,-0.006309402142514611,0.05825026230569639,-4.96377,0
janus-henderson-anemoy-aaa-clo-fund,jaaa,Janus Henderson Anemoy AAA CLO Fund,80,1.027,722389163,0.0,0.0,0.0,0.0,0.00302,0.11085955644476654,0.3324353084993707,0.0,0
ousg,ousg,OUSG,81,114.33,712273713,0.0,0.0,0.008746610688362737,0.0,0.0093,0.06457428355741798,0.29563035404623683,0.0,0
render-token,render,Render,82,1.37,708975669,62664448.0,0.08838730402185353,9.489051094890502,-1.1483940390465872,-5.12781,3.6669478584589617,-30.49184900660275,-89.92033,0
xdce-crowd-sale,xdc,XDC Network,83,0.03534762,704521402,10297077.0,0.014615705031484622,4.238531476800988,-1.0078515264218912,-3.69883,-3.3533229379699323,-14.587512948224212,-81.68895,0
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,84,1.11,697346819,2028436.0,0.002908790783485312,8.378378378378375,0.003208960865131393,-0.2655,-0.6118587666353856,-0.20312888652649874,-12.25434,0
filecoin,fil,Filecoin,85,0.90671,682874981,72922821.0,0.1067879524495275,7.229764753890436,-0.9087416703711196,-4.27676,-0.7795284917142936,-31.77343167727429,-99.61758,0
aptos,apt,Aptos,86,0.852562,664259690,63365871.0,0.09539322038343166,7.306565387619895,-0.8587348288083784,-3.96621,-9.10402580683255,-45.894745373236326,-95.7313,0
vechain,vet,VeChain,87,0.00766335,658556886,15937108.0,0.02420004761745062,6.733086704900611,-0.675347386810594,-4.03398,-4.120452875005111,-26.701833367106598,-97.27238,0
beldex,bdx,Beldex,88,0.080627,613150515,13204553.0,0.021535581683397916,2.5983851563372067,0.5362767944795255,0.32307,-0.6578328159283224,-7.483976222238735,-81.84105,0
arbitrum,arb,Arbitrum,89,0.100939,590337403,81009869.0,0.13722638712763385,11.655554344703248,-1.2988522910328968,-8.62476,-8.770029570800617,-46.37716004420504,-95.76115,0
usual-usd,usd0,Usual USD,90,0.995626,567987544,3775709.0,0.006647520777321835,1.3927920725252216,0.1960045010189973,-0.48936,-0.33387014034829104,-0.24307875421405853,-24.9218,0
janus-henderson-anemoy-treasury-fund,jtrsy,Janus Henderson Anemoy Treasury Fund,91,1.095,567457141,0.0,0.0,0.0,0.0,0.00795,0.06315745216805524,0.2594443513387405,0.0,0
stable-2,stable,​​Stable,92,0.03025652,544827087,30160595.0,0.05535810483666353,12.322798524086702,2.630863362305938,4.16868,32.16443101585891,77.71271988796701,-10.69565,0
bonk,bonk,Bonk,93,6.1e-06,535731832,39362973.0,0.0734751430637409,6.885245901639333,-0.343700458175113,-4.51091,-1.737105923147887,-32.65485775922884,-89.55045,0
gho,gho,GHO,94,1.0,527473912,13880474.0,0.026314996219187425,0.1290999999999931,0.00884402340102707,-0.01119,-0.0033613290584964942,0.07477827249274804,-2.89285,0
a7a5,a7a5,A7A5,95,0.01294011,507158229,1699.44,3.3509068823568276e-06,1.7561674514358843,0.0007321384204284659,0.15812,0.25645808059900166,1.446968774230024,-94.36477,0
usdai,usdai,USDai,96,0.999652,501188077,51482505.0,0.1027209292530716,0.05151792823903151,-0.007189392974600277,-0.00295,-0.010055342431009223,0.01791964020814181,-15.85004,0
pippin,pippin,pippin,97,0.497647,498400003,44699744.0,0.08968648421135744,18.82619607874658,0.09686879902236428,-12.09912,-8.491059052200791,81.50409595759902,-34.65433,0
true-usd,tusd,TrueUSD,98,0.99826,493482956,7112490.0,0.014412838201447427,0.22549235670065942,0.005819403364108202,0.05279,-0.05687268140992548,-0.052040178509491324,-38.3203,0
jupiter-exchange-solana,jup,Jupiter,99,0.150592,488473395,34385407.0,0.07039361273708673,9.201684020399496,-1.8161619408079546,-6.28782,6.751831491661981,-23.556178453420152,-92.48168,0
sei-network,sei,Sei,100,0.070731,476271766,31416765.0,0.06596394588714713,5.658056580565794,-0.39326500617500454,-4.16184,-3.8268762157754708,-35.27293149612589,-93.79465,0
fasttoken,ftn,Fasttoken,101,1.086,471290060,11153401.0,0.02366568265836118,0.4604051565377434,-0.00758639467987127,-0.00367,-0.24133236600149388,-0.12942529164178157,-76.37618,0
euro-coin,eurc,EURC,102,1.17,456875195,30288308.0,0.0662944898989318,0.8547008547008554,-0.15594954803307953,-0.67295,-1.1460325585653286,0.11081855205414548,-13.14149,0
blockstack,stx,Stacks,103,0.246472,438342115,12386242.0,0.02825702020441271,7.193109156415342,-0.06260706235422651,-4.24157,-6.068272304625407,-21.614503923471677,-93.61215,0
dash,dash,Dash,104,34.26,431350438,53977008.0,0.12513493263220007,10.215995329830708,-0.28863120821441984,-7.17823,-0.031433779125724995,-50.86545231992454,-97.70312,0
pancakeswap-token,cake,PancakeSwap,106,1.25,414217933,35810686.0,0.08645373159157742,5.600000000000005,-1.1247054589143126,-3.30149,-4.551739462009523,-35.44047819740035,-97.1578,0
pudgy-penguins,pengu,Pudgy Penguins,107,0.00658358,413691193,74677423.0,0.1805148967722888,9.693662110888,-0.3148817715183247,-5.77061,3.6948680942162504,-33.556938048461234,-90.39628,0
kite-2,kite,Kite,105,0.229738,413467861,85753623.0,0.20740093992456646,10.601641870304428,-0.5821759543179907,-0.2303,25.0830469185997,131.78156648102367,-6.64165,0
tezos,xtz,Tezos,108,0.375689,404000085,13389449.0,0.03314219352206325,6.61611066600301,-0.47438812730219115,-4.28977,-6.0430596470499465,-35.042405061321155,-95.87767,0
virtual-protocol,virtual,Virtuals Protocol,109,0.60458,396901480,58014509.0,0.14616853784470646,9.332759932515138,-0.051364255790001395,-5.66179,4.52879022971654,-27.69130813040469,-88.06704,0
first-digital-usd,fdusd,First Digital USD,110,0.9984,394779985,41137292.0,0.10420308415584949,0.06620592948718176,-0.023086085450633623,-0.01998,-0.03875244597976831,-0.03009131838156924,-13.27407,0
chiliz,chz,Chiliz,111,0.03808036,391615390,36931065.0,0.09430442710640151,7.123225725807217,-0.5744349206951709,-5.12818,-4.827895952211005,-29.190105519334985,-95.66479,0
kinesis-gold,kau,Kinesis Gold,112,160.37,382674232,155322.0,0.0004058857038484891,2.344578162998079,0.19822999281531614,0.51418,-1.5238428035368472,5.3039535585290825,-11.91423,0
decred,dcr,Decred,113,22.06,381110842,1477962.0,0.0038780371407014444,5.6210335448776,-0.18696493592439933,-3.72455,-2.1486299808706018,0.1589394308080717,-91.07145,0
story-2,ip,Story,114,1.071,375706690,31011326.0,0.08254131966614701,7.189542483660127,0.5592554528881543,-4.22962,-5.042745606545659,-54.142035767320294,-92.764,0
just,jst,JUST,115,0.04152764,366240600,20136185.0,0.05498075582008111,3.5532238287559865,-0.3464488556744849,-3.1829,1.1429424619879147,1.2553915385975885,-78.49218,0
lighter,lit,Lighter,116,1.46,365982583,37426871.0,0.10226407686728634,8.219178082191789,-2.2577096328756694,-4.75043,1.3197810808985921,-5.435669501146915,-81.43045,0
fetch-ai,fet,Artificial Superintelligence Alliance,117,0.160254,365124581,40293849.0,0.11035644023101254,8.542688482034757,-0.1863833279954244,-5.50334,0.6564421956799495,-32.92206207266644,-95.36833,0
c8ntinuum,ctm,c8ntinuum,118,0.0809,352686660,1054151.0,0.0029889165640685136,5.504326328800987,-0.6041675223443786,-3.15997,-1.836684147773096,-34.04876419312158,-44.03095,0
curve-dao-token,crv,Curve DAO,119,0.23432,346272636,41978044.0,0.1212283028913668,8.494366678047118,-1.5029599625529477,-6.1883,-2.6200112334175873,-36.9653415713825,-98.47444,0
usx,usx,USX,120,0.999558,340662063,565863.0,0.0016610684354365576,0.043619279721636164,-0.010861557313756874,-0.01391,-0.011073412694674739,0.03527594787267578,-3.71257,0
apenft,nft,AINFT,121,3.4336e-07,339886484,15449394.0,0.04545457006169154,4.913501863932896,0.003553861533166235,0.51376,8.555522526339821,-2.5607779044788774,-95.44223,0
ether-fi,ethfi,Ether.fi,122,0.451367,335851131,36601319.0,0.10898078232167692,7.081377238477783,-1.1430512600326326,-4.12118,-3.2739544226013892,-26.480593056442856,-94.68893,0
bittorrent,btt,BitTorrent,123,3.38087e-07,333568075,7946613.0,0.023823062204019373,1.6803367180636968,-0.7686709776717118,-1.03562,-2.0508100503407847,-16.343146411189217,-90.13722,0
sun-token,sun,Sun Token,124,0.01711484,328654386,34851322.0,0.1060424673596171,3.0267884479200458,0.2257797276384151,0.4193,1.582311281502888,-15.788909699410231,-99.97425,0
injective-protocol,inj,Injective,125,3.23,323256003,239529299.0,0.7409894844242073,19.814241486068116,-0.6144852369562701,5.1557,4.1521906643619575,-30.75512020217883,-93.87648,0
bitcoin-cash-sv,bsv,Bitcoin SV,126,16.06,321196903,3826276.0,0.011912555707300827,5.977584059775847,-0.22976907575473093,-3.88404,10.721866178514015,-13.140496249608486,-96.71411,0
kaia,kaia,Kaia,127,0.054432,318785647,6694990.0,0.021001541515449723,6.9315843621399145,-0.42981862867562254,-3.88186,-4.2126891150238395,4.595123013905536,-86.56727,0
hastra-prime,prime,PRIME,128,1.02,309121118,1011119.0,0.003270947667832904,0.09803921568628549,0.0084988014944955,0.00826,0.15145103815028382,0.7167875603366802,-0.2601,0
gnosis,gno,Gnosis,129,113.52,299717230,3450077.0,0.011511106652093374,7.285059901338968,-0.4610306211686863,-6.23219,-8.743848272379568,-19.261655479326734,-82.34091,0
adi-token,adi,ADI,130,3.08,299598742,764829.0,0.0025528444975913816,2.5974025974025996,0.13000715744672786,2.03068,-0.26531419230679215,100.74001785299703,-3.31494,0
spx6900,spx,SPX6900,131,0.32137,299292001,13330566.0,0.044540335042231885,13.18044621464356,-1.3532787152591597,-7.19035,10.726067780604097,-27.04458720632082,-85.89179,0
pyth-network,pyth,Pyth Network,132,0.051659,296818442,15728994.0,0.052991970087896356,9.553030449679621,-1.0700985672156629,-7.36742,14.034778409661383,-11.06835938649959,-95.68857,0
optimism,op,Optimism,133,0.139647,295750010,210178621.0,0.7106631069936397,35.37132913703841,-1.7865349296533988,-24.0686,-23.20615449316165,-54.42908357647494,-97.13146,0
humanity,h,Humanity,134,0.160832,293084724,30500015.0,0.10406552270530484,14.521363907680074,-0.8331937200810882,-9.48509,-2.4900799955456216,-5.853106336418232,-58.65485,0
iota,iota,IOTA,135,0.067609,291175835,8863574.0,0.030440623618371354,4.4284045023591485,0.5586921419874143,-0.83987,0.023979510892883426,-21.095784297205345,-98.70462,0
crvusd,crvusd,crvUSD,136,1.0,290260931,17584254.0,0.06058085026951147,1.291500000000001,0.1630057630154693,0.06805,0.6276078746111508,0.050708672042860684,-9.61898,0
aerodrome-finance,aero,Aerodrome Finance,137,0.311732,286956274,18429861.0,0.06422532862968523,6.464206433731548,-0.5370860548572906,-0.78585,1.5599318264893924,-33.87797719621025,-86.58349,0
floki,floki,FLOKI,138,2.975e-05,286920114,28049894.0,0.0977620342085881,7.966386554621857,-0.2323232822439884,-5.00868,-1.0746827083658086,-32.645268082913795,-91.38671,0
layerzero,zro,LayerZero,139,1.4,283582447,44769841.0,0.1578723982165229,12.142857142857153,-0.7407501657699855,-9.82671,-34.42935223601029,-18.182735872343027,-81.26483,0
the-graph,grt,The Graph,140,0.02618703,280877012,12110787.0,0.04311775788899378,6.247061999776221,-0.4677912093700874,-3.86839,-2.970530008782712,-28.569397671893565,-99.07752,0
celestia,tia,Celestia,141,0.315826,278513983,29082353.0,0.10441972315623378,9.390930449044724,-0.8804341146034592,-6.24645,-2.0043841342486064,-33.952570898024014,-98.48616,0
jasmycoin,jasmy,JasmyCoin,142,0.00558796,276296760,11673649.0,0.04225040134383045,7.562151482830938,-0.8766528098798299,-5.6493,-5.730148321685278,-22.146906554531213,-99.88302,0
frax,frax,Legacy Frax Dollar,143,0.991129,273570719,4699740.0,0.017179250824720025,0.6535980684653545,0.07425763288242945,0.25176,0.14915584104115462,-0.15875080267015249,-13.10136,0
olympus,ohm,Olympus,144,17.42,272583564,189973.0,0.0006969349039694852,3.8461538461538556,1.235546964616327,1.09037,1.6349120107223607,-17.560046791273958,-98.76918,0
helium,hnt,Helium,145,1.46,270968736,20024368.0,0.07389918222890482,16.43835616438356,-2.2588260647698872,-1.95722,74.15809006663768,17.848740798566183,-97.34028,0
lido-dao,ldo,Lido DAO,146,0.317914,269795530,23599872.0,0.08747317644588107,8.083632680536237,-0.6355489578991755,-5.13997,-5.763688431842196,-40.18297356597551,-95.64657,0
syrup,syrup,Maple Finance,147,0.226289,262851215,11328884.0,0.04309998719237421,9.674354475913555,-1.1672791696995852,-6.80844,-14.43031407331026,-39.138648263001485,-65.35053,0
conflux-token,cfx,Conflux,148,0.050287,259823569,8119278.0,0.03124919741211006,8.990395131942645,-0.7710831339363746,-6.41645,5.1811731844387605,-30.47925996820177,-97.04274,0
telcoin,tel,Telcoin,149,0.00264912,251775624,1266986.0,0.005032202799743632,5.812873709005259,-0.47438269221672014,-3.28996,-4.408427619540699,-24.486473765811585,-95.89669,0
btse-token,btse,BTSE Token,150,1.55,250719071,12021771.0,0.047949168573618396,3.2258064516129057,0.6101400744738769,2.36742,6.712767520726611,2.4956010512187805,-83.22222,0
